tic,name,ra,dec,tmag,ctl,sector 
431209109,11275904,343.38949312,52.85724321,14.229,-1,-1 
435882484,1129344,64.46559687,15.22706646,12.868,-1,-1 
27288605,1131904,77.31605741,19.57237852,12.17,-1,-1 
287970637,113536,21.42590971,13.65627561,13.724,-1,-1 
59127215,1136128,74.76337946,12.2624031,13.687,-1,-1 
62182085,113812224,274.2908373,-33.2918761,13.771,-1,-1 
400050194,1141760,19.07212435,34.08612791,14.62,-1,-1 
434236912,1143552,63.89090543,15.70616713,9.57567,-1,-1 
146793036,114577024,282.21759977,-6.68162782,9.675,-1,-1 
307247328,1145856,98.62320114,14.90337718,15.417,-1,-1 
293613670,1146752,76.78866945,15.61361764,11.504,-1,-1 
435883061,1148032,64.47971913,16.54438593,11.747,-1,-1 
327389840,1152,270.8516427,-38.10540749,7.93,-1,-1 
131614078,11535104,276.24141579,-1.83647514,10.854,-1,-1 
316087242,11562880,279.9647772,-40.62119706,14.473,-1,-1 
245833510,1157248,68.18962262,12.06660851,12.365,-1,-1 
303526769,1159296,75.4072586,12.41631723,9.849,-1,-1 
435880145,1162752,64.36772712,14.9009857,11.96,-1,-1 
6283851,1165824,282.89969114,-52.4590524,11.553,-1,-1 
245821902,1168896,67.81744697,12.20008133,12.827,-1,-1 
118557720,1170560,69.27192205,20.71801636,14.63,-1,-1 
118678954,1171072,69.71421118,23.14973983,6.966,-1,-1 
467879574,1172864,114.22925665,36.73852929,12.961,-1,-1 
159033343,1173248,88.31346741,4.11610778,17.314,-1,-1 
18683437,1177088,72.6791388,19.30404511,13.964,-1,-1 
431106725,11819776,334.96825215,49.11480737,14.449,-1,-1 
22594245,1182592,107.92846387,42.52581038,11.266,-1,-1 
60770960,1185280,111.59289523,18.41499927,13.012,-1,-1 
352381795,1188992,15.56356825,36.86187304,13.294,-1,-1 
61191745,118936320,273.90451114,-32.34287797,7.132,-1,-1 
435916016,1193344,65.15177677,15.09536165,4.989,-1,-1 
372953462,1197056,66.40561228,8.59135578,14.582,-1,-1 
283828030,1200256,64.04577979,11.53370172,14.494,-1,-1 
2437291,120064,80.07308869,35.80129913,8.739,-1,-1 
436658862,1201280,72.84702291,15.43338639,7.39,-1,-1 
118555704,1202176,69.24265023,23.2771642,15.618,-1,-1 
118554656,1206400,69.12191228,23.34062802,5.48,-1,-1 
431152610,12096384,340.23828896,53.0940524,12.327,-1,-1 
389189626,12140800,343.85037115,56.02057521,16.081,-1,-1 
15938660,1215616,62.77604352,18.92896758,12.837,-1,-1 
66546400,12156928,341.66399468,51.63696059,14.148,-1,-1 
428064489,12189440,339.02561017,52.56534055,14.782,-1,-1 
456890085,1219456,62.49038269,15.41688665,13.169,-1,-1 
440688989,122112,57.27565028,18.83656444,11.097,-1,-1 
411782991,1223168,78.7208611,12.88845778,14.632,-1,-1 
16051076,1236864,63.68891252,19.06384011,13.564,-1,-1 
113877334,1237888,47.98609687,22.30213988,13.536,-1,-1 
436651598,1239808,72.64129926,15.08334643,7.058,-1,-1 
434237029,1245440,63.94336824,15.40060341,5.911,-1,-1 
89734486,12475136,275.90226314,-47.02681509,14.115,-1,-1 
327373483,124895744,270.91127064,-36.27857576,10.964,-1,-1 
444185538,12505984,342.56165678,54.24178516,12.136,-1,-1 
348665500,1251328,62.37093384,17.13168057,14.776,-1,-1 
156738179,1252096,106.77977207,41.90581463,11.172,-1,-1 
189360111,1254400,21.77330083,37.90419075,12.484,-1,-1 
389083906,1254528,63.09124635,16.25081193,11.317,-1,-1 
389053345,1255168,62.81140349,15.08626719,15.703,-1,-1 
468120050,12562944,286.61161577,-32.87364531,14.206,-1,-1 
249722674,12564736,339.16778283,52.72261078,11.932,-1,-1 
44295379,1257088,343.54834413,25.46620715,13.446,-1,-1 
467578950,1257600,48.26258621,32.89618236,7.462,-1,-1 
435903398,1259264,64.58083133,16.08823086,8.647,-1,-1 
435903393,1259648,64.55460945,16.0980273,13.35,-1,-1 
380880154,1260160,14.95560624,-12.24063953,11.54,-1,-1 
435919621,1262208,65.33282776,12.04385705,13.253,-1,-1 
60877454,1264896,66.46572596,13.50258737,12.557,-1,-1 
