   TIC_ID ,                 RA ,                 Dec ,    Tmag ,                  Other-Name
130515176,105.14857,-47.488441,12.157,                J0700-4729
381131056,41.095017,10.959499,12.163,            UCAC3 202-9347
452591471,142.97668,-73.460234,12.163,     1RXS J093153.7-732734
58583881,238.94839,-36.566879,12.172,   2MASS J15554765-3634001
112472211,291.24735,-32.075473,12.174,                J1924-3204
229147922,27.199585,-48.521218,12.181,                J0148-4831
232067276,26.9716,-67.616407,12.183,                J0147-6736
219993473,31.222215,-53.771321,12.189,                J0204-5346
118802400,274.05158,-55.582558,12.195,                J1816-5534
344552743,321.96098,-68.684622,12.195,                J2127-6841
378413560,155.31438,-62.43447,12.198,                J1021-6226
221355243,245.13012,-46.699254,12.214,                J1620-4641
59085023,59.949103,12.562467,12.222,                J0359+1233
175397236,349.2882,-37.914417,12.223,   2MASS J23170894-3754485
434563064,191.28977,-62.543173,12.225,                J1245-6232
434563064,191.29205,-62.543507,12.225,                J1245-6232
434563064,191.29205,-62.543507,12.225,                J1245-6232
434563064,191.28977,-62.543173,12.225,                J1245-6232
149838027,351.93452,-30.76141,12.228,                   GR* 411
326698247,294.20188,-38.145079,12.228,                J1936-3808
381285216,255.53883,-67.579519,12.235,                J1702-6734
381285216,255.54091,-67.576067,12.235,                J1702-6734
116157661,7.6655317,-38.166013,12.244,                J0030-3809
15502880,253.14588,-29.006792,12.245,  WISE J165235.06-290022.5
388240837,99.543816,-84.04561,12.254,                J0638-8402
158596311,22.126717,-49.352794,12.258,                J0128-4921
342299823,204.47878,-67.830536,12.26,                J1337-6749
72499657,187.52142,-44.043419,12.261,   2MASS J12300521-4402359
280675564,172.99101,-68.921757,12.262,                J1131-6855
438789953,201.88614,-49.039536,12.264,                J1327-4902
426285456,241.52924,-72.013229,12.265,                J1606-7200
460371874,157.59053,-62.878602,12.27,                J1030-6252
329649607,192.13251,-68.481698,12.27,                J1248-6828
446952463,233.06617,-70.351219,12.271,     1RXS J153215.7-702107
365069710,21.104351,8.4016656,12.273,                J0124+0824
373453516,76.475694,10.580749,12.274,                J0505+1034
408826171,39.137798,15.174045,12.274,                J0236+1510
283824622,63.950846,8.9661066,12.279,                J0415+0857
166934491,60.467136,-33.637432,12.281,                J0401-3338
22766740,108.67624,-40.160553,12.291,     1RXS J071441.9-400939
412226318,180.75843,-69.086897,12.292,     1RXS J120302.1-690516
242250349,93.853535,-0.54745693,12.293,                J0615-0032
220617943,84.448233,-42.675154,12.294,            UCAC3 95-15346
366360430,219.30495,-34.15594,12.295,   2MASS J14371322-3409209
351808240,246.71372,-38.210167,12.301,   2MASS J16265168-3812326
1636399,287.50032,-28.515177,12.302,                J1910-2830
365694949,81.598428,10.060626,12.31,                NLTT 15056
269451622,292.1405,-36.576973,12.311,   2MASS J19283360-3634303
24401034,81.690064,-34.07343,12.312,                J0526-3404
328477565,190.55434,-69.730174,12.315,                J1242-6943
36765037,155.20267,-6.5555513,12.316,   2MASS J10204884-0633195
36765044,155.21213,-6.5779134,12.325,   2MASS J10205111-0634400
65516102,43.205418,-25.637196,12.328,                J0252-2538
387063402,273.3963,-69.879585,12.329,                J1813-6952
165184400,47.706383,-36.27983,12.335,                J0310-3616
371372421,147.25314,-71.634152,12.337,                J0949-7138
297855749,239.80851,-51.789965,12.341,                J1559-5147
15858408,62.082226,20.141593,12.344,                J0408+2008
364200072,239.01412,-36.732199,12.35,                J1556-3643
60105117,106.14367,16.956634,12.352,   2MASS J07043449+1657273
219396049,77.795952,-49.066497,12.355,                J0511-4903
2523668,289.12343,-27.118768,12.364,                J1916-2707
466265409,304.47135,-62.245595,12.371,                J2017-6214
438733975,201.49185,-51.195796,12.375,                J1325-5111
77951245,79.005088,-31.412694,12.375,                J0516-3124
308305105,52.319283,-37.047325,12.375,                J0329-3702
77339881,70.994512,-36.721893,12.378,                J0443-3643
142844055,119.27132,-22.445507,12.381,                J0757-2226
206478549,57.845838,-51.916113,12.382,                J0351-5154
166787846,38.578478,-51.479567,12.383,                J0234-5128
69814849,337.43499,-18.387327,12.394,                J2229-1823
46530889,84.520728,-14.636661,12.401,                J0538-1438
308245136,51.654616,-38.837766,12.403,                J0326-3850
244865631,196.33698,-48.186558,12.404,                J1305-4811
58634001,202.74011,-28.901962,12.413,                 LP 911-25
152505948,63.40081,-44.225666,12.413,                J0413-4413
158237409,287.53585,-51.857716,12.414,                J1910-5151
360205899,142.09705,-64.248508,12.434,   2MASS J09282336-6414548
316295827,203.46595,-65.142592,12.434,                J1333-6508
400331058,166.09888,-69.822718,12.434,                J1104-6949
462492721,151.4084,-57.511118,12.437,                J1005-5730
66534227,16.606293,-14.291339,12.441,                J0106-1417
54802536,232.78987,-35.082708,12.443,   2MASS J15310958-3504571
192825710,82.514323,-37.480512,12.444,                J0530-3728
23126920,45.956144,-11.328531,12.444,                J0303-1119
165909066,192.44337,-47.975641,12.445,                J1249-4758
340522847,238.35736,-62.354203,12.447,                J1553-6221
466672768,166.3663,-60.244303,12.449,                J1105-6014
454159913,78.733149,5.7448723,12.45,                J0514+0544
207238086,50.075038,-55.605002,12.451,   2MASS J03201767-5536197
232083054,30.084074,-66.233929,12.452,                J0200-6614
289730802,36.461788,-14.542741,12.453,                J0225-1432
373308741,70.43001,8.438084,12.455,                J0441+0826
373308741,70.43001,8.438084,12.455,                J0441+0826
373308741,70.429482,8.4392512,12.455,                J0441+0826
373308741,70.429482,8.4392512,12.455,                J0441+0826
44678751,60.109151,-26.159569,12.456,                J0400-2609
334234040,224.98872,-42.169857,12.456,   2MASS J14595744-4210084
257567390,52.811834,-21.291166,12.459,                J0331-2117
254085343,285.88765,-38.785513,12.462,   2MASS J19033299-3847058
243359168,204.88486,-47.300228,12.465,                J1339-4718
117844574,70.428918,-15.387833,12.467,                J0441-1523
369743686,192.21967,-64.76971,12.468,                J1248-6446
369743686,192.19943,-64.769979,12.468,                J1248-6446
266271836,236.29351,-52.845046,12.468,                J1545-5250
411357190,183.09208,-58.019602,12.47,                J1212-5801
265332355,308.62793,-66.577888,12.474,                J2034-6634
241661288,207.95998,-52.391048,12.475,                J1351-5223
55651278,73.900046,-60.861707,12.478,                J0455-6051
229807051,352.32387,-67.833651,12.481,                J2329-6750
373029223,67.033731,7.9457725,12.482,                J0428+0756
37817522,65.606042,-6.1950768,12.496,                J0422-0611
394417221,310.65314,-54.424397,12.496,                J2042-5425
14230586,78.784501,-38.600232,12.499,                J0515-3836
148270291,101.22527,-41.624273,12.502,                J0644-4137
117896343,70.900278,-15.523867,12.509,                J0443-1531
381374762,182.53817,-62.734857,12.512,                J1210-6244
303414943,50.423024,14.100946,12.523,                J0321+1406
41862041,20.887336,-41.219933,12.525,                J0123-4113
339770560,111.12114,-59.372825,12.526,                J0724-5922
453766186,159.48919,-73.494803,12.528,                J1037-7329
160150808,222.33101,-38.1719,12.531,                J1449-3810
347475935,28.895092,6.5462213,12.542,                [BEM91] 11
68752236,74.362516,22.017346,12.544,                J0457+2201
238331927,120.58902,-48.280123,12.544,                J0802-4816
2761472,356.58106,-11.945917,12.546,                 G 273-133
170698265,67.693103,-33.067489,12.546,                J0430-3304
316854083,324.51152,-57.749969,12.551,                J2138-5744
138760757,68.343731,-3.5039346,12.555,                J0433-0330
59547137,94.981929,16.840115,12.557,                J0619+1650
258382306,192.70457,-42.523278,12.565,                J1250-4231
308305734,52.459908,-38.200297,12.57,                J0329-3812
369743688,192.21967,-64.76971,12.572,                J1248-6446
369743688,192.19943,-64.769979,12.572,                J1248-6446
393749316,80.78964,-20.33332,12.573,                J0523-2019
464779449,61.472734,5.523494,12.575,                J0405+0531
31281820,82.355526,-28.874276,12.578,                J0529-2852
31281820,82.368324,-28.875585,12.578,                J0529-2852
454156889,65.823677,3.8870823,12.586,                J0423+0353
39217420,88.521411,-2.8070973,12.592,                 LP 658-71
401820403,351.89702,-85.210326,12.596,                J2327-8512
21622364,86.963176,-37.33264,12.606,                J0547-3719
17499007,264.55949,-45.41453,12.608,                J1738-4524
406376573,198.07716,-54.67572,12.608,                J1312-5440
179793360,214.01275,-40.509627,12.612,                J1416-4030
148934990,107.10707,-15.8603,12.617,                J0708-1551
66410455,13.452134,-34.992438,12.62,                J0053-3459
123642034,115.45756,-46.504732,12.623,                J0741-4630
410348379,289.7034,-69.172904,12.624,                J1918-6910
134947,223.04626,-28.278857,12.626,                J1452-2816
317386263,172.61304,-60.039655,12.626,                J1130-6002
454816904,176.84588,-75.618869,12.627,                J1147-7537
356460403,134.53053,-61.222545,12.628,                J0858-6113
356460403,134.53324,-61.224119,12.628,                J0858-6113
356460403,134.53324,-61.224119,12.628,                J0858-6113
356460403,134.53053,-61.222545,12.628,                J0858-6113
410213494,354.61964,-67.817643,12.631,                J2338-6749
231632372,317.52581,-58.19716,12.632,                J2110-5811
53171674,102.96184,-30.560414,12.634,                J0651-3033
201898222,40.517656,-53.983394,12.642,                J0242-5359
201898222,40.509294,-53.987466,12.642,                J0242-5359
172405494,99.933272,-25.958222,12.649,                J0639-2557
234208106,101.6226,2.5802359,12.652,                J0646+0234
386155556,139.08044,-54.679066,12.664,                J0916-5440
232075203,28.806484,-70.433678,12.67,                J0155-7026
396539808,213.92291,-77.71849,12.673,                J1415-7743
52284854,21.384242,-66.767437,12.673,                J0125-6646
144126053,60.041963,-42.941988,12.676,                J0400-4256
144126053,60.057455,-42.943018,12.676,                J0400-4256
173957127,113.39245,-40.316719,12.677,                J0733-4019
173957127,113.39263,-40.316266,12.677,                J0733-4018
7785194,67.324631,-36.140862,12.685,                J0429-3608
238314110,120.35466,-50.574067,12.693,                J0801-5034
111289424,31.281996,-39.097735,12.703,                J0205-3905
2213642,288.75338,-28.79985,12.704,                J1915-2847
53726408,326.52388,-25.261044,12.705,                J2146-2515
301588624,302.15788,-25.757397,12.708,   2MASS J20083784-2545256
206403004,55.050998,-52.119274,12.708,                J0340-5207
281765032,12.67929,-57.325637,12.71,                J0050-5719
253360354,196.1605,-59.849514,12.712,                J1304-5950
396539814,213.9253,-77.712981,12.722,                J1415-7742
363217995,248.45474,-68.148366,12.739,   2MASS J16334976-6808488
208387087,208.4612,-55.035367,12.74,                J1353-5502
159895679,48.497604,-38.768833,12.741,                J0313-3846
148830590,231.27495,-41.352239,12.746,                J1525-4121
464060149,155.37187,-57.65816,12.747,                J1021-5739
168617403,290.71005,-24.188109,12.748,           TYC 6875-2632-1
301048970,238.80009,-37.136555,12.749,                J1555-3708
220405105,70.06117,-58.684219,12.753,                J0440-5841
454469713,170.49927,-74.463457,12.755,                J1121-7427
222835418,245.76256,-42.333872,12.757,                J1623-4220
453808153,160.38708,-76.040464,12.768,                J1041-7602
269408970,119.38047,-53.740648,12.769,                J0757-5344
200790342,52.268139,-48.059439,12.771,                J0329-4803
200790342,52.268139,-48.059439,12.771,                J0329-4803
200790342,52.265839,-48.060163,12.771,                J0329-4803
200790342,52.265839,-48.060163,12.771,                J0329-4803
411874804,189.63738,-55.509532,12.773,                J1238-5530
453095065,114.00628,-67.094575,12.773,                J0736-6705
93242288,85.926706,-23.711595,12.78,                J0543-2342
77350951,72.000085,-38.360362,12.783,                J0448-3821
464049381,261.89927,-39.615075,12.786,                J1727-3936
413693742,232.1296,-56.408459,12.789,                J1528-5624
413693742,232.13708,-56.410106,12.789,                J1528-5624
277771912,343.46568,-71.469324,12.79,   2MASS J22535091-7128069
219258986,67.391241,-51.647606,12.791,                J0429-5138
363404040,266.76471,-52.356552,12.798,                J1747-5221
178969584,69.690546,-27.033935,12.819,           UCAC3 126-11943
18479322,71.563934,18.774634,12.822,                 LP 416-26
350768519,245.94468,-39.033801,12.822,                J1623-3902
201861769,38.081332,-57.769981,12.823,                J0232-5746
237910557,21.995649,-60.540212,12.824,                J0127-6032
144653213,54.13146,-26.332872,12.824,                J0336-2619
260127241,92.150643,-57.060521,12.826,                J0608-5703
68894626,74.865355,19.343594,12.826,                J0459+1920
426765558,90.117379,23.174437,12.833,                J0600+2310
33881250,66.343486,-76.501819,12.844,                J0425-7630
454757744,175.87294,-74.310519,12.852,                J1143-7418
177313167,103.8491,-74.048141,12.856,                J0655-7402
130722957,186.7136748,-33.27034711,12.864,                  TWA 32 A
349087882,185.37221,-16.199674,12.87,   2MASS J12212947-1611567
121637793,70.22221,-18.709844,12.874,                J0440-1842
317024482,86.396118,-16.509507,12.874,                J0545-1630
317024482,86.396228,-16.510213,12.874,                J0545-1630
317024482,86.396118,-16.509507,12.874,                J0545-1630
317024482,86.396228,-16.510213,12.874,                J0545-1630
462320070,150.99372,-59.400691,12.879,                J1003-5924
590241,71.642106,-26.465789,12.883,                J0446-2627
469882306,329.69815,-70.810757,12.884,                J2158-7048
444536794,147.50249,-58.471784,12.885,                J0950-5828
130513139,105.14282,-44.7871,12.888,                J0700-4447
158809330,218.09423,-40.274296,12.888,                J1432-4016
7422813,81.40286,-45.347104,12.889,                J0525-4520
337575376,78.812214,19.908511,12.891,                J0515+1954
243192504,202.99038,-47.104079,12.892,                J1331-4706
340485620,116.01388,-55.96467,12.893,                J0744-5557
88478794,46.954897,-27.846387,12.899,          UCAC4 311-003056
373432787,81.035722,-70.634902,12.9,                 WOH G 312
232048700,97.21065,-44.255962,12.9,                J0628-4415
462502614,151.43782,-55.728952,12.9,                J1005-5543
232073492,28.35505,-68.556366,12.901,                J0153-6833
332213483,215.46294,-49.077469,12.901,                J1421-4904
224276435,355.28814,-36.638609,12.903,                J2341-3638
261335869,92.216913,-81.551277,12.908,                J0608-8133
207138379,43.883143,-57.04789,12.913,                J0255-5702
32545814,84.712116,-29.682245,12.917,                J0538-2940
406115587,286.6423,-53.463635,12.919,                J1906-5327
265015987,126.69364,5.3076502,12.921,                J0826+0518
1518580,75.307371,-35.8457,12.925,                J0501-3550
399020708,198.38008,-53.247766,12.931,                J1313-5314
393490554,67.317455,-58.044759,12.934,                J0429-5802
44743153,61.488034,-28.162922,12.934,                J0405-2809
391745863,82.707355,-67.098463,12.935,                 WOH G 382
436656194,72.780477,16.380042,12.936,                J0451+1622
212380843,27.355938,-17.836042,12.938,                  LHS 5041
381920488,270.269,-52.885738,12.938,                J1801-5253
260778617,189.05653,-53.025854,12.941,                J1236-5301
363217984,248.45192,-68.148081,12.941,   2MASS J16334908-6808480
170673573,66.957158,-33.450324,12.943,                J0427-3327
452604601,143.51766,-74.09335,12.946,                J0934-7405
73308879,190.38021,-46.684597,12.954,                J1241-4641
73308879,190.37292,-46.687379,12.954,                J1241-4641
297846403,142.57421,-49.460997,12.955,                J0930-4927
253083455,194.30428,-55.067661,12.96,  WISE J125713.22-550402.0
220440079,155.07898,-48.318308,12.96,                J1020-4819
231315283,93.568092,-34.323692,12.964,                J0614-3419
281461138,5.9896096,-55.529049,12.966,                J0023-5531
406249571,197.7222,-59.758001,12.966,                J1310-5945
72499619,187.52389,-44.075589,12.968,                J1230-4404
180995270,172.83318,-36.397374,12.969,                J1131-3623
306980405,266.6243,-62.597384,12.97,                J1746-6235
307921974,128.80216,-69.442232,12.97,                J0835-6926
193831684,270.77212,-34.209117,12.974,                J1803-3412
339607562,46.273798,-53.28846,12.977,                J0305-5317
401702107,317.70088,-83.138115,12.982,                J2110-8308
77954301,79.18301,-32.43148,12.984,                J0516-3225
454980196,180.01052,-74.73522,12.986,                J1200-7444
178349868,61.55804,-21.827113,12.989,                J0406-2149
245339150,199.59605,-50.958261,12.998,                J1318-5057
401299019,135.33539,-52.353521,12.998,                J0901-5221
144344875,229.6953,-45.164613,12.998,                J1518-4509
165162811,47.164986,-38.743421,13.004,                J0308-3844
360912453,307.31038,-54.937026,13.009,                J2029-5456
270623499,87.041486,-52.183986,13.01,                J0548-5211
138936438,83.098461,2.640599,13.018,                J0532+0238
112176566,209.7094,-33.255851,13.021,                J1358-3315
7807668,67.694133,-36.087407,13.024,                J0430-3605
179315999,79.768065,-71.067662,13.026,                 WOH G 264
260241701,93.505746,-55.347928,13.026,                J0614-5520
441744406,145.55748,-56.026659,13.027,                J0942-5601
118409165,272.83503,-56.279588,13.028,                J1811-5616
8364621,235.27546,-30.863779,13.029,                J1541-3051
319739812,291.94675,-54.028639,13.029,                J1927-5401
364017175,251.12617,-67.79368,13.042,                J1644-6747
141423634,84.588176,-74.231901,13.051,                J0538-7413
351471988,308.48823,-64.561183,13.053,                J2033-6433
237883772,20.3048,-61.291349,13.055,                J0121-6117
61530691,228.89478,-25.450558,13.057,                J1515-2527
256168939,199.48368,-54.928206,13.058,                J1317-5455
245066871,197.91246,-49.41066,13.062,                J1311-4924
349055504,107.23931,-60.980775,13.063,                J0708-6058
142052608,97.938497,-77.305553,13.064,                J0631-7718
385502724,71.079566,20.018925,13.066,                J0444+2001
111947267,208.46426,-34.66769,13.07,                J1353-3440
281779297,12.920888,-59.225795,13.075,                J0051-5913
411885990,79.079008,14.776836,13.075,                J0516+1446
316577292,203.57182,-63.240822,13.076,           UCAC3 54-215146
219257563,66.4566,-49.978239,13.078,                J0425-4958
36881728,43.281247,-10.319035,13.084,                  LHS 1465
457040400,105.29446,15.973637,13.084,           LSPM J0701+1558
170671853,66.940382,-33.461853,13.086,  WISE J042745.66-332742.6
361227905,143.83537,-62.366659,13.097,                J0935-6221
126945045,318.64001,-42.231736,13.111,                J2114-4213
9966473,50.728215,-7.7187255,13.116,                J0322-0743
146420492,75.037218,-23.193462,13.123,                J0500-2311
234497476,10.72376,-61.294231,13.125,                J0042-6117
460844584,219.81339,-35.453372,13.127,                J1439-3527
121049033,56.141111,-20.094021,13.128,                J0344-2005
241467204,205.79742,-51.936559,13.132,                J1343-5156
376667947,292.64022,-66.508411,13.149,                J1930-6630
338655076,199.10409,-69.814495,13.154,                J1316-6948
317016534,336.17203,-77.40134,13.161,                J2224-7724
459936640,60.1387,1.4118573,13.163,                J0400+0124
350215424,355.68137,-62.415999,13.165,                J2342-6224
278327818,113.55207,-82.117014,13.165,                J0734-8207
97905782,199.14362,-27.654132,13.17,                 LP 910-62
89073316,232.9987,-35.298834,13.173,                J1531-3517
220571696,46.982694,-60.913601,13.176,                J0307-6054
381377851,182.50556,-62.445287,13.196,                J1210-6226
295905052,237.43054,-37.700668,13.203,                J1549-3742
615165,72.766534,-27.430067,13.21,                J0451-2725
151928308,119.45981,-35.545922,13.212,                J0757-3532
144060554,119.41812,-45.856903,13.217,                J0757-4551
100100909,24.366675,-45.9741,13.219,   2MASS J01372781-4558261
298794310,143.0361,-48.641598,13.219,   2MASS J09320906-4838303
450504803,186.35524,-65.491021,13.22,                J1225-6529
200340257,76.787433,-43.939938,13.222,     1RXS J050708.8-435626
372515585,151.34468,-71.616267,13.225,                J1005-7136
290408720,234.71929,-87.76476,13.228,                J1538-8745
308186412,130.50346,-71.222533,13.232,                J0842-7113
443750439,79.796252,8.9388153,13.232,                J0519+0856
308186412,130.49953,-71.221243,13.232,                J0841-7113
161497069,73.50933,-43.771749,13.233,                J0454-4346
22507789,184.5776,-45.478245,13.234,                J1218-4528
10954243,247.19094,-52.435883,13.243,                J1628-5226
338091463,252.99356,-38.72508,13.245,                J1651-3843
29722884,151.08676,-34.600558,13.245,                J1004-3436
176980970,101.60125,-70.634005,13.249,                J0646-7038
238831201,341.20223,-66.834574,13.254,                J2244-6650
146516194,76.383392,-19.276743,13.264,                J0505-1916
124934505,95.27597,-33.754315,13.266,                J0621-3345
378804584,180.55067,-62.230792,13.267,                J1202-6213
77670461,76.078737,-31.856007,13.272,                J0504-3151
117817258,96.757563,-31.033924,13.272,                J0627-3102
14087575,76.976326,-41.601702,13.276,                J0507-4136
149542119,86.252761,-64.899683,13.277,                 WOH G 522
144486786,84.147648,-36.914161,13.278,                J0536-3654
144486786,84.166005,-36.902165,13.278,                J0536-3654
303048907,155.15526,-71.090234,13.286,                J1020-7105
17519911,247.82775,-52.817502,13.289,                J1631-5249
122288890,227.34723,-40.78487,13.294,                J1509-4047
369862028,161.06189,-87.026714,13.296,                J1044-8701
260972843,75.475787,-78.936221,13.3,     1RXS J050154.6-785616
74527551,137.69406,-42.818087,13.307,                J0910-4249
220558700,44.762327,-61.333278,13.307,                J0259-6119
343956960,285.86881,-54.203994,13.309,   2MASS J19032843-5412110
205863450,250.25155,-26.484338,13.312,                J1641-2629
411128422,178.37058,-67.186941,13.325,                J1153-6711
319462394,194.74328,-8.4424129,13.328,                J1258-0826
178857861,66.859628,-24.9243,13.328,  WISE J042726.28-245527.4
69221377,76.026092,19.007143,13.334,                J0504+1900
144126052,60.041963,-42.941988,13.336,                J0400-4256
144126052,60.057455,-42.943018,13.336,                J0400-4256
258382313,192.69877,-42.530294,13.337,   2MASS J12504775-4231487
92841571,129.15058,-48.636138,13.339,                J0836-4838
92841571,129.15044,-48.636452,13.339,                J0836-4838
450098715,72.848339,11.285345,13.339,                J0451+1117
461066586,159.68484,-59.912138,13.341,                J1038-5954
327018071,188.98773,-68.300331,13.358,                J1235-6818
48955150,100.96608,-21.970321,13.365,                J0643-2158
281164244,239.65532,-32.548145,13.367,                J1558-3232
231973593,95.477821,-47.425371,13.37,                J0621-4725
47596872,97.277835,-21.514141,13.372,                J0629-2130
123288131,255.73314,-42.04007,13.373,                J1702-4202
37443755,92.430554,-25.626177,13.379,                J0609-2537
142795143,138.68499,-0.59644723,13.382,                J0914-0035
451922999,173.07117,-56.835798,13.387,                J1132-5650
378621742,155.51551,-62.274566,13.392,                J1022-6216
46974135,251.41862,-50.568373,13.392,                J1645-5034
4291393,81.151942,-5.5888569,13.394,   2MASS J05243648-0535175
385502716,71.077856,20.015785,13.396,                J0444+2000
237880881,19.528858,-62.98329,13.4,                J0118-6258
129623324,221.60124,-45.668686,13.405,                J1446-4540
90777784,283.53847,-26.36114,13.407,                J1854-2621
259408109,69.415854,-50.691431,13.417,                J0437-5041
324555860,277.51405,-28.60151,13.417,                J1830-2836
340487632,116.1174,-57.794792,13.418,                J0744-5747
5608958,281.40673,-23.6328,13.425,   2MASS J18453740-2337488
13912397,74.207921,-39.603579,13.436,                J0456-3936
160009695,51.350298,-37.10168,13.437,                J0325-3706
272407484,187.78519,-54.945713,13.44,                J1231-5456
60801395,273.75374,-32.032391,13.44,                J1815-3201
306927574,122.79962,-66.944345,13.443,                J0811-6656
140269470,115.82748,-18.236048,13.452,                J0743-1814
271631224,320.10591,-75.858527,13.455,   2MASS J21202493-7551287
405567358,191.78674,-59.769205,13.456,                J1247-5946
356012849,132.89251,-63.018411,13.457,                J0851-6301
155895287,3.8911002,-50.691878,13.464,                J0015-5041
394355443,43.149661,-78.52169,13.465,                J0252-7831
39943436,336.18664,-10.341151,13.485,                J2224-1020
295238189,170.74159,-66.533882,13.486,                J1122-6632
52194976,19.00266,-67.792038,13.486,                J0116-6747
48064387,222.24481,-32.40248,13.487,   2MASS J14485880-3224083
77111651,34.842705,-39.423077,13.492,                J0219-3925
158069378,90.364782,-46.279923,13.492,                J0601-4616
14085128,76.95566,-38.940811,13.493,                J0507-3856
277016043,83.753979,-70.897604,13.495,   2MASS J05350087-7053521
401049758,185.29573,-58.220024,13.495,                J1221-5813
307143242,208.51619,-42.076591,13.496,                J1354-4204
234495456,9.9204378,-62.403719,13.496,                J0039-6224
443750092,79.770001,8.4337263,13.503,                J0519+0826
277911470,354.67008,-77.158395,13.505,                J2338-7709
201226029,358.19074,-52.500143,13.506,                J2352-5230
77255662,69.720975,-38.777493,13.51,                J0438-3846
201467153,92.666489,-33.65141,13.51,                J0610-3339
335370623,194.57265,-69.106085,13.518,                J1258-6906
390397794,184.47511,-57.303325,13.537,                J1217-5718
412750979,193.33447,-54.581761,13.539,                J1253-5434
238876720,39.637,-75.468446,13.54,                J0238-7528
95251342,90.587807,-13.92152,13.546,                J0602-1355
398704596,16.462662,-11.677502,13.556,                 LP 706-97
144486791,84.166005,-36.902165,13.561,                J0536-3654
144486791,84.147648,-36.914161,13.561,                J0536-3654
197005132,277.55495,-32.639617,13.568,                J1830-3238
94933725,242.442,-34.519555,13.568,            SCR J1609-3431
231706769,337.97667,-57.008681,13.57,                J2231-5700
293798090,263.53963,-66.744787,13.577,                J1734-6644
140789790,128.48684,-42.245575,13.58,                J0833-4214
21649667,87.480726,-37.407979,13.585,                J0549-3724
290886355,173.96493,-65.040688,13.586,                J1135-6502
48016265,147.11278,-33.354565,13.588,                J0948-3321
58833495,239.45183,-40.152002,13.589,                J1557-4009
245271960,199.24019,-49.294709,13.596,                J1316-4917
48364505,223.48887,-33.909843,13.604,                J1453-3354
309150857,123.68791,-60.123336,13.607,                J0814-6007
178953608,69.090165,-24.747598,13.607,                J0436-2444
328480578,190.73214,-70.572491,13.61,                J1242-7034
22970720,109.18007,-41.315817,13.616,                J0716-4118
209463384,47.412071,-30.243213,13.622,                J0309-3014
406173242,290.14557,-51.189843,13.624,                J1920-5111
141306513,45.10807,-7.7820554,13.625,                J0300-0746
375729536,178.73604,-59.946546,13.628,                J1154-5956
30959945,79.857396,-28.185023,13.629,                J0519-2811
77954300,79.184947,-32.43417,13.631,                J0516-3226
464929832,162.07451,-65.546897,13.644,                J1048-6532
91594282,60.989748,-12.825922,13.648,                J0403-1249
149771158,233.4419,-40.300814,13.651,                J1533-4018
160004720,50.952013,-36.877506,13.651,                J0323-3652
38820496,7.1962768,-67.862627,13.653,                J0028-6751
113500710,293.54779,-30.157145,13.654,                J1934-3009
23211639,268.97434,-44.824739,13.662,                J1755-4449
219325964,331.56644,-55.993323,13.662,                J2206-5559
237918270,56.622552,-62.769935,13.664,                J0346-6246
237918270,56.604512,-62.773124,13.664,                J0346-6246
147948928,99.493454,-40.932205,13.665,                J0637-4055
288020603,184.96777,-55.886476,13.676,                J1219-5553
46531745,84.534159,-16.270672,13.678,                J0538-1616
122083452,227.04701,-36.455289,13.68,                J1508-3627
291400627,105.65232,1.5641299,13.683,                J0702+0133
210806853,212.81468,-56.790838,13.684,                J1411-5647
411873161,189.51777,-55.996738,13.686,                J1238-5559
11614280,20.715029,-25.938651,13.692,                J0122-2556
324238248,281.80635,-28.149114,13.693,   2MASS J18471351-2808558
220522527,42.304309,-62.469582,13.696,                J0249-6228
436783866,193.7818,-63.943624,13.696,                J1255-6356
454070695,176.19506,-39.459774,13.697,                J1144-3927
73182755,190.02352,-46.566392,13.699,                J1240-4633
77434074,72.802873,-36.349907,13.703,                J0451-3620
321805583,206.03074,-64.210195,13.706,                J1344-6412
108105543,285.14939,-24.425781,13.707,                J1900-2425
366011024,221.73398,-50.482094,13.709,                J1446-5028
230795292,249.53318,-42.537498,13.71,                J1638-4232
278636872,334.14729,-36.855747,13.714,                J2216-3651
443183773,146.67454,-59.896969,13.715,                J0946-5953
237934055,59.084553,-64.496727,13.716,                J0356-6429
281757097,186.29979,-67.362493,13.717,                J1225-6721
465495647,263.81433,-40.854587,13.717,   2MASS J17351546-4051133
189551104,234.67703,-49.884509,13.718,                J1538-4953
17399504,264.51764,-47.014833,13.721,                J1738-4700
147250411,323.94015,-42.309789,13.724,                J2135-4218
456998320,100.66848,21.574331,13.726,                J0642+2134
451535889,264.49977,-86.88821,13.731,                J1737-8653
179715817,213.56147,-38.091005,13.744,                J1414-3805
343934811,93.367692,-37.811044,13.749,                J0613-3748
388128331,63.505251,-70.423079,13.754,                J0414-7025
92881468,83.235464,-21.797766,13.754,                J0532-2147
231294802,44.829988,-51.376189,13.755,                J0259-5122
114436019,11.28866,-18.38629,13.756,                J0045-1823
309857585,126.72448,-64.882165,13.758,                J0826-6452
242942053,58.287852,17.328903,13.759,                J0353+1719
254441883,235.53311,-43.319079,13.766,                J1542-4319
50232454,29.12814,-74.957675,13.766,   2MASS J01563033-7457275
360899037,190.76643,-74.460515,13.769,                J1243-7427
245860434,68.469618,14.850765,13.771,                J0433+1451
146307240,73.489305,-22.371468,13.775,                J0453-2222
259586708,72.294221,-51.296007,13.776,                J0449-5117
